102.0,41.0,102.0,42.0
102.0,42.0,102.0,46.0
102.0,46.0,102.0,56.0
102.0,56.0,102.0,70.0
102.0,70.0,102.0,88.0
102.0,88.0,102.0,118.0
102.0,118.0,102.0,154.0
102.0,154.0,102.0,192.0
102.0,192.0,102.0,235.0
102.0,235.0,102.0,276.0
102.0,276.0,102.0,308.0
102.0,308.0,102.0,336.0
102.0,336.0,102.0,360.0
102.0,360.0,102.0,382.0
102.0,382.0,103.0,405.0
103.0,405.0,104.0,424.0
104.0,424.0,107.0,445.0
107.0,445.0,108.0,460.0
108.0,460.0,109.0,470.0
109.0,470.0,109.0,478.0
109.0,478.0,109.0,481.0
109.0,481.0,109.0,483.0
109.0,483.0,109.0,481.0
109.0,481.0,109.0,475.0
109.0,475.0,109.0,466.0
109.0,466.0,109.0,456.0
109.0,456.0,109.0,447.0
109.0,447.0,109.0,436.0
109.0,436.0,109.0,427.0
109.0,427.0,109.0,416.0
109.0,416.0,109.0,404.0
109.0,404.0,109.0,392.0
109.0,392.0,109.0,381.0
109.0,381.0,109.0,371.0
109.0,371.0,109.0,364.0
109.0,364.0,109.0,359.0
109.0,359.0,109.0,355.0
109.0,355.0,109.0,351.0
109.0,351.0,109.0,347.0
109.0,347.0,109.0,343.0
109.0,343.0,109.0,338.0
109.0,338.0,109.0,334.0
109.0,334.0,110.0,330.0
110.0,330.0,111.0,327.0
111.0,327.0,111.0,325.0
111.0,325.0,112.0,324.0
112.0,324.0,112.0,323.0
112.0,323.0,112.0,322.0
112.0,322.0,113.0,323.0
113.0,323.0,114.0,326.0
114.0,326.0,115.0,330.0
115.0,330.0,115.0,334.0
115.0,334.0,116.0,341.0
116.0,341.0,117.0,348.0
117.0,348.0,118.0,355.0
118.0,355.0,119.0,363.0
119.0,363.0,119.0,370.0
119.0,370.0,119.0,375.0
119.0,375.0,119.0,379.0
119.0,379.0,119.0,382.0
119.0,382.0,119.0,384.0
119.0,384.0,119.0,386.0
119.0,386.0,119.0,387.0
119.0,387.0,119.0,388.0
119.0,388.0,120.0,391.0
120.0,391.0,120.0,392.0
120.0,392.0,120.0,393.0
120.0,393.0,121.0,393.0
121.0,393.0,122.0,391.0
122.0,391.0,123.0,389.0
123.0,389.0,125.0,387.0
125.0,387.0,127.0,384.0
127.0,384.0,130.0,380.0
130.0,380.0,133.0,375.0
133.0,375.0,136.0,371.0
136.0,371.0,137.0,368.0
137.0,368.0,139.0,364.0
139.0,364.0,140.0,362.0
140.0,362.0,140.0,361.0
140.0,361.0,140.0,360.0
140.0,360.0,141.0,360.0
141.0,360.0,141.0,364.0
141.0,364.0,142.0,370.0
142.0,370.0,143.0,376.0
143.0,376.0,144.0,382.0
144.0,382.0,146.0,390.0
146.0,390.0,148.0,395.0
148.0,395.0,149.0,400.0
149.0,400.0,151.0,403.0
151.0,403.0,153.0,406.0
153.0,406.0,154.0,408.0
154.0,408.0,155.0,409.0
155.0,409.0,156.0,409.0
156.0,409.0,156.0,408.0
156.0,408.0,156.0,407.0
156.0,407.0,157.0,405.0
157.0,405.0,157.0,403.0
157.0,403.0,158.0,403.0
158.0,403.0,159.0,402.0
159.0,402.0,160.0,402.0
