120.0,39.0,120.0,40.0
120.0,40.0,120.0,42.0
120.0,42.0,120.0,44.0
120.0,44.0,120.0,45.0
120.0,45.0,120.0,48.0
120.0,48.0,120.0,51.0
120.0,51.0,120.0,52.0
120.0,52.0,120.0,53.0
120.0,53.0,120.0,54.0
120.0,54.0,120.0,55.0
120.0,55.0,120.0,58.0
120.0,58.0,120.0,62.0
120.0,62.0,120.0,67.0
120.0,67.0,120.0,70.0
120.0,70.0,120.0,72.0
120.0,72.0,120.0,74.0
120.0,74.0,120.0,77.0
120.0,77.0,120.0,80.0
120.0,80.0,119.0,84.0
119.0,84.0,118.0,88.0
118.0,88.0,118.0,91.0
118.0,91.0,118.0,93.0
118.0,93.0,118.0,94.0
118.0,94.0,117.0,95.0
117.0,95.0,117.0,96.0
117.0,96.0,117.0,97.0
117.0,97.0,117.0,100.0
117.0,100.0,117.0,105.0
117.0,105.0,117.0,110.0
117.0,110.0,117.0,115.0
117.0,115.0,117.0,121.0
117.0,121.0,117.0,125.0
117.0,125.0,117.0,129.0
117.0,129.0,117.0,132.0
117.0,132.0,117.0,135.0
117.0,135.0,117.0,139.0
117.0,139.0,117.0,142.0
117.0,142.0,117.0,146.0
117.0,146.0,117.0,150.0
117.0,150.0,117.0,153.0
117.0,153.0,117.0,156.0
117.0,156.0,117.0,159.0
117.0,159.0,117.0,161.0
117.0,161.0,117.0,163.0
117.0,163.0,117.0,164.0
117.0,164.0,117.0,165.0
117.0,165.0,117.0,166.0
117.0,166.0,117.0,169.0
117.0,169.0,117.0,170.0
117.0,170.0,116.0,172.0
116.0,172.0,115.0,175.0
115.0,175.0,115.0,177.0
115.0,177.0,115.0,180.0
115.0,180.0,115.0,183.0
115.0,183.0,114.0,185.0
114.0,185.0,113.0,187.0
113.0,187.0,113.0,188.0
113.0,188.0,113.0,189.0
113.0,189.0,113.0,190.0
113.0,190.0,113.0,193.0
113.0,193.0,113.0,196.0
113.0,196.0,113.0,199.0
113.0,199.0,113.0,202.0
113.0,202.0,113.0,204.0
113.0,204.0,113.0,205.0
113.0,205.0,113.0,206.0
113.0,206.0,113.0,208.0
113.0,208.0,113.0,211.0
113.0,211.0,113.0,215.0
113.0,215.0,113.0,220.0
113.0,220.0,113.0,225.0
113.0,225.0,113.0,229.0
113.0,229.0,113.0,233.0
113.0,233.0,113.0,236.0
113.0,236.0,113.0,237.0
113.0,237.0,113.0,238.0
113.0,238.0,113.0,241.0
113.0,241.0,113.0,242.0
113.0,242.0,113.0,244.0
113.0,244.0,113.0,245.0
113.0,245.0,113.0,246.0
113.0,246.0,113.0,247.0
113.0,247.0,113.0,248.0
121.0,246.0,121.0,248.0
121.0,248.0,121.0,251.0
121.0,251.0,121.0,254.0
121.0,254.0,121.0,257.0
121.0,257.0,121.0,260.0
121.0,260.0,121.0,263.0
121.0,263.0,121.0,266.0
121.0,266.0,121.0,268.0
121.0,268.0,121.0,269.0
121.0,269.0,121.0,270.0
121.0,270.0,121.0,273.0
121.0,273.0,121.0,275.0
121.0,275.0,121.0,277.0
121.0,277.0,121.0,279.0
121.0,279.0,121.0,281.0
121.0,281.0,121.0,284.0
121.0,284.0,121.0,287.0
121.0,287.0,121.0,290.0
121.0,290.0,121.0,293.0
121.0,293.0,121.0,296.0
121.0,296.0,121.0,298.0
121.0,298.0,121.0,300.0
121.0,300.0,121.0,303.0
121.0,303.0,121.0,304.0
121.0,304.0,121.0,305.0
121.0,305.0,121.0,307.0
121.0,307.0,121.0,308.0
121.0,308.0,121.0,304.0
121.0,304.0,121.0,296.0
121.0,296.0,122.0,287.0
122.0,287.0,123.0,279.0
123.0,279.0,124.0,270.0
124.0,270.0,125.0,262.0
125.0,262.0,126.0,255.0
126.0,255.0,127.0,250.0
127.0,250.0,128.0,244.0
128.0,244.0,129.0,239.0
129.0,239.0,129.0,233.0
129.0,233.0,129.0,228.0
129.0,228.0,129.0,222.0
129.0,222.0,129.0,218.0
129.0,218.0,129.0,214.0
129.0,214.0,129.0,209.0
129.0,209.0,129.0,204.0
129.0,204.0,129.0,201.0
129.0,201.0,129.0,198.0
129.0,198.0,129.0,196.0
129.0,196.0,129.0,195.0
129.0,195.0,130.0,193.0
130.0,193.0,131.0,191.0
131.0,191.0,131.0,190.0
131.0,190.0,131.0,188.0
131.0,188.0,131.0,186.0
131.0,186.0,131.0,182.0
131.0,182.0,131.0,178.0
131.0,178.0,131.0,175.0
131.0,175.0,131.0,172.0
131.0,172.0,131.0,169.0
131.0,169.0,131.0,165.0
131.0,165.0,131.0,162.0
131.0,162.0,131.0,159.0
131.0,159.0,131.0,155.0
131.0,155.0,131.0,151.0
131.0,151.0,131.0,147.0
131.0,147.0,131.0,141.0
131.0,141.0,131.0,134.0
131.0,134.0,131.0,129.0
131.0,129.0,131.0,124.0
131.0,124.0,131.0,118.0
131.0,118.0,131.0,113.0
131.0,113.0,131.0,109.0
131.0,109.0,131.0,106.0
131.0,106.0,131.0,102.0
