90.0,204.0,91.0,204.0
91.0,204.0,94.0,205.0
94.0,205.0,101.0,205.0
101.0,205.0,110.0,205.0
110.0,205.0,123.0,205.0
123.0,205.0,140.0,205.0
140.0,205.0,161.0,205.0
161.0,205.0,189.0,205.0
189.0,205.0,219.0,205.0
219.0,205.0,254.0,204.0
254.0,204.0,290.0,204.0
290.0,204.0,328.0,203.0
328.0,203.0,370.0,199.0
370.0,199.0,406.0,197.0
406.0,197.0,436.0,196.0
436.0,196.0,463.0,196.0
463.0,196.0,488.0,196.0
488.0,196.0,510.0,196.0
510.0,196.0,529.0,196.0
529.0,196.0,543.0,196.0
543.0,196.0,555.0,196.0
555.0,196.0,567.0,196.0
567.0,196.0,577.0,196.0
577.0,196.0,584.0,195.0
584.0,195.0,592.0,194.0
592.0,194.0,597.0,194.0
597.0,194.0,601.0,194.0
601.0,194.0,607.0,194.0
607.0,194.0,611.0,193.0
611.0,193.0,614.0,192.0
614.0,192.0,616.0,192.0
616.0,192.0,618.0,192.0
618.0,192.0,619.0,192.0
